"region","year","contents","07459: Population, by region, year and contents"
"K-5414 Gratangen","2003","Persons",1302
"K-5414 Gratangen","2004","Persons",1282
"K-5414 Gratangen","2005","Persons",1268
"K-5414 Gratangen","2006","Persons",1245
"K-5414 Gratangen","2007","Persons",1226
"K-5414 Gratangen","2008","Persons",1168
"K-5414 Gratangen","2009","Persons",1151
"K-5414 Gratangen","2010","Persons",1150
"K-5414 Gratangen","2011","Persons",1115
"K-5414 Gratangen","2012","Persons",1136
"K-5414 Gratangen","2013","Persons",1119
"K-5414 Gratangen","2014","Persons",1135
"K-5414 Gratangen","2015","Persons",1137
"K-5414 Gratangen","2016","Persons",1137
"K-5414 Gratangen","2017","Persons",1121
"K-5414 Gratangen","2018","Persons",1117
"K-5414 Gratangen","2019","Persons",1105
"K-5414 Gratangen","2020","Persons",1091
"K-5415 Loabák - Lavangen","1986","Persons",1192
"K-5415 Loabák - Lavangen","1987","Persons",1161
"K-5415 Loabák - Lavangen","1988","Persons",1173
"K-5415 Loabák - Lavangen","1989","Persons",1151
"K-5415 Loabák - Lavangen","1990","Persons",1149
"K-5415 Loabák - Lavangen","1991","Persons",1145
"K-5415 Loabák - Lavangen","1992","Persons",1132
"K-5415 Loabák - Lavangen","1993","Persons",1133
"K-5415 Loabák - Lavangen","1994","Persons",1123
"K-5415 Loabák - Lavangen","1995","Persons",1117
"K-5415 Loabák - Lavangen","1996","Persons",1123
"K-5415 Loabák - Lavangen","1997","Persons",1090
"K-5415 Loabák - Lavangen","1998","Persons",1060
"K-5415 Loabák - Lavangen","1999","Persons",1070
"K-5415 Loabák - Lavangen","2000","Persons",1052
"K-5415 Loabák - Lavangen","2001","Persons",1031
"K-5415 Loabák - Lavangen","2002","Persons",1050
"K-5415 Loabák - Lavangen","2003","Persons",1069
"K-5415 Loabák - Lavangen","2004","Persons",1063
"K-5415 Loabák - Lavangen","2005","Persons",1029
"K-5415 Loabák - Lavangen","2006","Persons",1035
"K-5415 Loabák - Lavangen","2007","Persons",1011
"K-5415 Loabák - Lavangen","2008","Persons",1010
"K-5415 Loabák - Lavangen","2009","Persons",1023
"K-5415 Loabák - Lavangen","2010","Persons",1012
"K-5415 Loabák - Lavangen","2011","Persons",1003
"K-5415 Loabák - Lavangen","2012","Persons",1016
"K-5415 Loabák - Lavangen","2013","Persons",1012
"K-5415 Loabák - Lavangen","2014","Persons",1014
"K-5415 Loabák - Lavangen","2015","Persons",1008
"K-5415 Loabák - Lavangen","2016","Persons",1051
"K-5415 Loabák - Lavangen","2017","Persons",1076
"K-5415 Loabák - Lavangen","2018","Persons",1061
"K-5415 Loabák - Lavangen","2019","Persons",1042
"K-5415 Loabák - Lavangen","2020","Persons",1034
"K-5416 Bardu","1986","Persons",4048
"K-5416 Bardu","1987","Persons",3969
"K-5416 Bardu","1988","Persons",3894
"K-5416 Bardu","1989","Persons",3854
"K-5416 Bardu","1990","Persons",3890
"K-5416 Bardu","1991","Persons",3828
"K-5416 Bardu","1992","Persons",3860
"K-5416 Bardu","1993","Persons",3842
"K-5416 Bardu","1994","Persons",3804
"K-5416 Bardu","1995","Persons",3832
"K-5416 Bardu","1996","Persons",3890
"K-5416 Bardu","1997","Persons",3879
"K-5416 Bardu","1998","Persons",3770
"K-5416 Bardu","1999","Persons",3794
"K-5416 Bardu","2000","Persons",3889
"K-5416 Bardu","2001","Persons",3845
"K-5416 Bardu","2002","Persons",3799
"K-5416 Bardu","2003","Persons",3841
"K-5416 Bardu","2004","Persons",3855
"K-5416 Bardu","2005","Persons",3874
"K-5416 Bardu","2006","Persons",3799
"K-5416 Bardu","2007","Persons",3920
"K-5416 Bardu","2008","Persons",3994
"K-5416 Bardu","2009","Persons",3981
"K-5416 Bardu","2010","Persons",3949
"K-5416 Bardu","2011","Persons",3942
"K-5416 Bardu","2012","Persons",3875
"K-5416 Bardu","2013","Persons",3933
"K-5416 Bardu","2014","Persons",3985
"K-5416 Bardu","2015","Persons",4078
"K-5416 Bardu","2016","Persons",4019
"K-5416 Bardu","2017","Persons",3994
"K-5416 Bardu","2018","Persons",3979
"K-5416 Bardu","2019","Persons",4030
"K-5416 Bardu","2020","Persons",4005
"K-5417 Salangen","1986","Persons",2526
"K-5417 Salangen","1987","Persons",2524
"K-5417 Salangen","1988","Persons",2542
"K-5417 Salangen","1989","Persons",2502
"K-5417 Salangen","1990","Persons",2586
"K-5417 Salangen","1991","Persons",2549
"K-5417 Salangen","1992","Persons",2631
"K-5417 Salangen","1993","Persons",2536
"K-5417 Salangen","1994","Persons",2575
"K-5417 Salangen","1995","Persons",2505
"K-5417 Salangen","1996","Persons",2461
"K-5417 Salangen","1997","Persons",2450
"K-5417 Salangen","1998","Persons",2385
"K-5417 Salangen","1999","Persons",2384
"K-5417 Salangen","2000","Persons",2346
"K-5417 Salangen","2001","Persons",2358
"K-5417 Salangen","2002","Persons",2303
"K-5417 Salangen","2003","Persons",2260
"K-5417 Salangen","2004","Persons",2265
"K-5417 Salangen","2005","Persons",2244
"K-5417 Salangen","2006","Persons",2263
"K-5417 Salangen","2007","Persons",2232
"K-5417 Salangen","2008","Persons",2169
"K-5417 Salangen","2009","Persons",2203
"K-5417 Salangen","2010","Persons",2211
"K-5417 Salangen","2011","Persons",2179
"K-5417 Salangen","2012","Persons",2214
"K-5417 Salangen","2013","Persons",2220
"K-5417 Salangen","2014","Persons",2223
"K-5417 Salangen","2015","Persons",2219
"K-5417 Salangen","2016","Persons",2230
"K-5417 Salangen","2017","Persons",2220
"K-5417 Salangen","2018","Persons",2226
"K-5417 Salangen","2019","Persons",2183
"K-5417 Salangen","2020","Persons",2146
"K-5418 Maalselv","1986","Persons",7499
"K-5418 Maalselv","1987","Persons",7394
"K-5418 Maalselv","1988","Persons",7413
"K-5418 Maalselv","1989","Persons",7428
"K-5418 Maalselv","1990","Persons",7420
"K-5418 Maalselv","1991","Persons",7379
"K-5418 Maalselv","1992","Persons",7407
"K-5418 Maalselv","1993","Persons",7342
"K-5418 Maalselv","1994","Persons",7214
"K-5418 Maalselv","1995","Persons",7202
"K-5418 Maalselv","1996","Persons",7173
"K-5418 Maalselv","1997","Persons",7170
"K-5418 Maalselv","1998","Persons",7073
"K-5418 Maalselv","1999","Persons",7037
"K-5418 Maalselv","2000","Persons",7054
"K-5418 Maalselv","2001","Persons",7011
"K-5418 Maalselv","2002","Persons",6856
"K-5418 Maalselv","2003","Persons",6845
"K-5418 Maalselv","2004","Persons",6739
"K-5418 Maalselv","2005","Persons",6658
"K-5418 Maalselv","2006","Persons",6578
"K-5418 Maalselv","2007","Persons",6590
"K-5418 Maalselv","2008","Persons",6603
"K-5418 Maalselv","2009","Persons",6490
"K-5418 Maalselv","2010","Persons",6510
"K-5418 Maalselv","2011","Persons",6563
"K-5418 Maalselv","2012","Persons",6599
"K-5418 Maalselv","2013","Persons",6630
"K-5418 Maalselv","2014","Persons",6634
"K-5418 Maalselv","2015","Persons",6693
"K-5418 Maalselv","2016","Persons",6741
"K-5418 Maalselv","2017","Persons",6781
"K-5418 Maalselv","2018","Persons",6798
"K-5418 Maalselv","2019","Persons",6805
"K-5418 Maalselv","2020","Persons",6640
"K-5419 Soerreisa","1986","Persons",3472
"K-5419 Soerreisa","1987","Persons",3414
"K-5419 Soerreisa","1988","Persons",3411
"K-5419 Soerreisa","1989","Persons",3447
"K-5419 Soerreisa","1990","Persons",3438
"K-5419 Soerreisa","1991","Persons",3384
"K-5419 Soerreisa","1992","Persons",3394
"K-5419 Soerreisa","1993","Persons",3442
"K-5419 Soerreisa","1994","Persons",3478
"K-5419 Soerreisa","1995","Persons",3473
"K-5419 Soerreisa","1996","Persons",3438
"K-5419 Soerreisa","1997","Persons",3391
"K-5419 Soerreisa","1998","Persons",3353
"K-5419 Soerreisa","1999","Persons",3301
"K-5419 Soerreisa","2000","Persons",3294
"K-5419 Soerreisa","2001","Persons",3277
"K-5419 Soerreisa","2002","Persons",3298
"K-5419 Soerreisa","2003","Persons",3312
"K-5419 Soerreisa","2004","Persons",3326
"K-5419 Soerreisa","2005","Persons",3330
"K-5419 Soerreisa","2006","Persons",3322
"K-5419 Soerreisa","2007","Persons",3315
"K-5419 Soerreisa","2008","Persons",3312
"K-5419 Soerreisa","2009","Persons",3360
"K-5419 Soerreisa","2010","Persons",3366
"K-5419 Soerreisa","2011","Persons",3371
"K-5419 Soerreisa","2012","Persons",3381
"K-5419 Soerreisa","2013","Persons",3407
"K-5419 Soerreisa","2014","Persons",3450
"K-5419 Soerreisa","2015","Persons",3451
"K-5419 Soerreisa","2016","Persons",3452
"K-5419 Soerreisa","2017","Persons",3496
"K-5419 Soerreisa","2018","Persons",3494
"K-5419 Soerreisa","2019","Persons",3489
"K-5419 Soerreisa","2020","Persons",3464
"K-5420 Dyroey","1986","Persons",1706
"K-5420 Dyroey","1987","Persons",1686
"K-5420 Dyroey","1988","Persons",1656
"K-5420 Dyroey","1989","Persons",1616
"K-5420 Dyroey","1990","Persons",1587
"K-5420 Dyroey","1991","Persons",1581
"K-5420 Dyroey","1992","Persons",1536
"K-5420 Dyroey","1993","Persons",1512
"K-5420 Dyroey","1994","Persons",1494
"K-5420 Dyroey","1995","Persons",1468
"K-5420 Dyroey","1996","Persons",1437
"K-5420 Dyroey","1997","Persons",1427
"K-5420 Dyroey","1998","Persons",1401
"K-5420 Dyroey","1999","Persons",1365
"K-5420 Dyroey","2000","Persons",1337
"K-5420 Dyroey","2001","Persons",1318
"K-5420 Dyroey","2002","Persons",1309
"K-5420 Dyroey","2003","Persons",1317
"K-5420 Dyroey","2004","Persons",1303
"K-5420 Dyroey","2005","Persons",1288
"K-5420 Dyroey","2006","Persons",1295
"K-5420 Dyroey","2007","Persons",1265
"K-5420 Dyroey","2008","Persons",1232
"K-5420 Dyroey","2009","Persons",1216
"K-5420 Dyroey","2010","Persons",1233
"K-5420 Dyroey","2011","Persons",1205
"K-5420 Dyroey","2012","Persons",1188
"K-5420 Dyroey","2013","Persons",1190
"K-5420 Dyroey","2014","Persons",1171
"K-5420 Dyroey","2015","Persons",1154
"K-5420 Dyroey","2016","Persons",1158
"K-5420 Dyroey","2017","Persons",1138
"K-5420 Dyroey","2018","Persons",1165
"K-5420 Dyroey","2019","Persons",1129
"K-5420 Dyroey","2020","Persons",1083
"K-5421 Senja","1986","Persons",16068
"K-5421 Senja","1987","Persons",15920
"K-5421 Senja","1988","Persons",15734
"K-5421 Senja","1989","Persons",15608
"K-5421 Senja","1990","Persons",15425
"K-5421 Senja","1991","Persons",15295
"K-5421 Senja","1992","Persons",15184
"K-5421 Senja","1993","Persons",15224
"K-5421 Senja","1994","Persons",15182
"K-5421 Senja","1995","Persons",15186
"K-5421 Senja","1996","Persons",15148
"K-5421 Senja","1997","Persons",15173
"K-5421 Senja","1998","Persons",15087
"K-5421 Senja","1999","Persons",14946
"K-5421 Senja","2000","Persons",15011
"K-5421 Senja","2001","Persons",15069
"K-5421 Senja","2002","Persons",14954
"K-5421 Senja","2003","Persons",14914
"K-5421 Senja","2004","Persons",14899
"K-5421 Senja","2005","Persons",14714
"K-5421 Senja","2006","Persons",14650
"K-5421 Senja","2007","Persons",14537
"K-5421 Senja","2008","Persons",14613
"K-5421 Senja","2009","Persons",14602
"K-5421 Senja","2010","Persons",14620
"K-5421 Senja","2011","Persons",14650
"K-5421 Senja","2012","Persons",14648
"K-5421 Senja","2013","Persons",14773
"K-5421 Senja","2014","Persons",14863
"K-5421 Senja","2015","Persons",14868
"K-5421 Senja","2016","Persons",14989
"K-5421 Senja","2017","Persons",15072
"K-5421 Senja","2018","Persons",15025
"K-5421 Senja","2019","Persons",15011
"K-5421 Senja","2020","Persons",14851
"K-5422 Balsfjord","1986","Persons",6717
"K-5422 Balsfjord","1987","Persons",6657
"K-5422 Balsfjord","1988","Persons",6532
"K-5422 Balsfjord","1989","Persons",6450
"K-5422 Balsfjord","1990","Persons",6378
"K-5422 Balsfjord","1991","Persons",6319
"K-5422 Balsfjord","1992","Persons",6248
"K-5422 Balsfjord","1993","Persons",6181
"K-5422 Balsfjord","1994","Persons",6118
"K-5422 Balsfjord","1995","Persons",6085
"K-5422 Balsfjord","1996","Persons",5976
"K-5422 Balsfjord","1997","Persons",5910
"K-5422 Balsfjord","1998","Persons",5848
"K-5422 Balsfjord","1999","Persons",5814
"K-5422 Balsfjord","2000","Persons",5749
"K-5422 Balsfjord","2001","Persons",5742
"K-5422 Balsfjord","2002","Persons",5642
"K-5422 Balsfjord","2003","Persons",5638
"K-5422 Balsfjord","2004","Persons",5611
"K-5422 Balsfjord","2005","Persons",5560
"K-5422 Balsfjord","2006","Persons",5569
"K-5422 Balsfjord","2007","Persons",5569
"K-5422 Balsfjord","2008","Persons",5529
"K-5422 Balsfjord","2009","Persons",5497
"K-5422 Balsfjord","2010","Persons",5515
"K-5422 Balsfjord","2011","Persons",5517
"K-5422 Balsfjord","2012","Persons",5502
"K-5422 Balsfjord","2013","Persons",5562
"K-5422 Balsfjord","2014","Persons",5593
"K-5422 Balsfjord","2015","Persons",5720
"K-5422 Balsfjord","2016","Persons",5701
"K-5422 Balsfjord","2017","Persons",5685
"K-5422 Balsfjord","2018","Persons",5653
"K-5422 Balsfjord","2019","Persons",5625
"K-5422 Balsfjord","2020","Persons",5559
"K-5423 Karlsoey","1986","Persons",2965
"K-5423 Karlsoey","1987","Persons",2881
"K-5423 Karlsoey","1988","Persons",2836
"K-5423 Karlsoey","1989","Persons",2820
"K-5423 Karlsoey","1990","Persons",2774
"K-5423 Karlsoey","1991","Persons",2717
"K-5423 Karlsoey","1992","Persons",2694
"K-5423 Karlsoey","1993","Persons",2701
"K-5423 Karlsoey","1994","Persons",2601
"K-5423 Karlsoey","1995","Persons",2611
"K-5423 Karlsoey","1996","Persons",2599
"K-5423 Karlsoey","1997","Persons",2553
"K-5423 Karlsoey","1998","Persons",2531
"K-5423 Karlsoey","1999","Persons",2462
"K-5423 Karlsoey","2000","Persons",2496
"K-5423 Karlsoey","2001","Persons",2465
"K-5423 Karlsoey","2002","Persons",2464
"K-5423 Karlsoey","2003","Persons",2463
"K-5423 Karlsoey","2004","Persons",2406
"K-5423 Karlsoey","2005","Persons",2372
"K-5423 Karlsoey","2006","Persons",2369
"K-5423 Karlsoey","2007","Persons",2344
"K-5423 Karlsoey","2008","Persons",2404
"K-5423 Karlsoey","2009","Persons",2383
"K-5423 Karlsoey","2010","Persons",2371
"K-5423 Karlsoey","2011","Persons",2357
"K-5423 Karlsoey","2012","Persons",2355
"K-5423 Karlsoey","2013","Persons",2317
"K-5423 Karlsoey","2014","Persons",2334
"K-5423 Karlsoey","2015","Persons",2289
"K-5423 Karlsoey","2016","Persons",2282
"K-5423 Karlsoey","2017","Persons",2273
"K-5423 Karlsoey","2018","Persons",2263
"K-5423 Karlsoey","2019","Persons",2252
"K-5423 Karlsoey","2020","Persons",2200
"K-5424 Lyngen","1986","Persons",3735
"K-5424 Lyngen","1987","Persons",3675
"K-5424 Lyngen","1988","Persons",3600
"K-5424 Lyngen","1989","Persons",3573
"K-5424 Lyngen","1990","Persons",3595
"K-5424 Lyngen","1991","Persons",3602
"K-5424 Lyngen","1992","Persons",3527
"K-5424 Lyngen","1993","Persons",3505
"K-5424 Lyngen","1994","Persons",3499
"K-5424 Lyngen","1995","Persons",3479
"K-5424 Lyngen","1996","Persons",3435
"K-5424 Lyngen","1997","Persons",3395
"K-5424 Lyngen","1998","Persons",3342
"K-5424 Lyngen","1999","Persons",3245
"K-5424 Lyngen","2000","Persons",3225
"K-5424 Lyngen","2001","Persons",3193
"K-5424 Lyngen","2002","Persons",3183
"K-5424 Lyngen","2003","Persons",3176
"K-5424 Lyngen","2004","Persons",3167
"K-5424 Lyngen","2005","Persons",3158
"K-5424 Lyngen","2006","Persons",3161
"K-5424 Lyngen","2007","Persons",3199
"K-5424 Lyngen","2008","Persons",3208
"K-5424 Lyngen","2009","Persons",3166
"K-5424 Lyngen","2010","Persons",3152
"K-5424 Lyngen","2011","Persons",3086
"K-5424 Lyngen","2012","Persons",3028
"K-5424 Lyngen","2013","Persons",3013
"K-5424 Lyngen","2014","Persons",2992
"K-5424 Lyngen","2015","Persons",2922
"K-5424 Lyngen","2016","Persons",2861
"K-5424 Lyngen","2017","Persons",2876
"K-5424 Lyngen","2018","Persons",2877
"K-5424 Lyngen","2019","Persons",2847
"K-5424 Lyngen","2020","Persons",2794
"K-5425 Storfjord - Omasvuotna - Omasvuono","1986","Persons",1917
"K-5425 Storfjord - Omasvuotna - Omasvuono","1987","Persons",1850
"K-5425 Storfjord - Omasvuotna - Omasvuono","1988","Persons",1855
"K-5425 Storfjord - Omasvuotna - Omasvuono","1989","Persons",1850
"K-5425 Storfjord - Omasvuotna - Omasvuono","1990","Persons",1836
"K-5425 Storfjord - Omasvuotna - Omasvuono","1991","Persons",1889
"K-5425 Storfjord - Omasvuotna - Omasvuono","1992","Persons",1879
"K-5425 Storfjord - Omasvuotna - Omasvuono","1993","Persons",1905
"K-5425 Storfjord - Omasvuotna - Omasvuono","1994","Persons",1918
"K-5425 Storfjord - Omasvuotna - Omasvuono","1995","Persons",1939
"K-5425 Storfjord - Omasvuotna - Omasvuono","1996","Persons",1918
"K-5425 Storfjord - Omasvuotna - Omasvuono","1997","Persons",1912
"K-5425 Storfjord - Omasvuotna - Omasvuono","1998","Persons",1866
"K-5425 Storfjord - Omasvuotna - Omasvuono","1999","Persons",1863
"K-5425 Storfjord - Omasvuotna - Omasvuono","2000","Persons",1872
"K-5425 Storfjord - Omasvuotna - Omasvuono","2001","Persons",1856
"K-5425 Storfjord - Omasvuotna - Omasvuono","2002","Persons",1860
"K-5425 Storfjord - Omasvuotna - Omasvuono","2003","Persons",1879
"K-5425 Storfjord - Omasvuotna - Omasvuono","2004","Persons",1912
"K-5425 Storfjord - Omasvuotna - Omasvuono","2005","Persons",1934
"K-5425 Storfjord - Omasvuotna - Omasvuono","2006","Persons",1932
"K-5425 Storfjord - Omasvuotna - Omasvuono","2007","Persons",1911
"K-5425 Storfjord - Omasvuotna - Omasvuono","2008","Persons",1893
"K-5425 Storfjord - Omasvuotna - Omasvuono","2009","Persons",1869
"K-5425 Storfjord - Omasvuotna - Omasvuono","2010","Persons",1888
"K-5425 Storfjord - Omasvuotna - Omasvuono","2011","Persons",1894
"K-5425 Storfjord - Omasvuotna - Omasvuono","2012","Persons",1909
"K-5425 Storfjord - Omasvuotna - Omasvuono","2013","Persons",1942
"K-5425 Storfjord - Omasvuotna - Omasvuono","2014","Persons",1941
"K-5425 Storfjord - Omasvuotna - Omasvuono","2015","Persons",1898
"K-5425 Storfjord - Omasvuotna - Omasvuono","2016","Persons",1865
"K-5425 Storfjord - Omasvuotna - Omasvuono","2017","Persons",1890
"K-5425 Storfjord - Omasvuotna - Omasvuono","2018","Persons",1856
"K-5425 Storfjord - Omasvuotna - Omasvuono","2019","Persons",1841
"K-5425 Storfjord - Omasvuotna - Omasvuono","2020","Persons",1829
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1986","Persons",2944
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1987","Persons",2904
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1988","Persons",2867
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1989","Persons",2832
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1990","Persons",2819
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1991","Persons",2759
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1992","Persons",2773
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1993","Persons",2746
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1994","Persons",2708
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1995","Persons",2677
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1996","Persons",2623
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1997","Persons",2536
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1998","Persons",2484
"K-5426 Gáivuotna - Kaafjord - Kaivuono","1999","Persons",2429
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2000","Persons",2369
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2001","Persons",2311
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2002","Persons",2344
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2003","Persons",2359
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2004","Persons",2332
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2005","Persons",2288
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2006","Persons",2261
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2007","Persons",2220
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2008","Persons",2248
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2009","Persons",2236
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2010","Persons",2207
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2011","Persons",2185
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2012","Persons",2210
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2013","Persons",2208
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2014","Persons",2221
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2015","Persons",2182
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2016","Persons",2150
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2017","Persons",2132
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2018","Persons",2132
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2019","Persons",2097
"K-5426 Gáivuotna - Kaafjord - Kaivuono","2020","Persons",2071
"K-5427 Skjervoey","1986","Persons",3320
"K-5427 Skjervoey","1987","Persons",3197
"K-5427 Skjervoey","1988","Persons",3134
"K-5427 Skjervoey","1989","Persons",3116
"K-5427 Skjervoey","1990","Persons",3082
"K-5427 Skjervoey","1991","Persons",3031
"K-5427 Skjervoey","1992","Persons",3055
"K-5427 Skjervoey","1993","Persons",3087
"K-5427 Skjervoey","1994","Persons",3046
"K-5427 Skjervoey","1995","Persons",3081
"K-5427 Skjervoey","1996","Persons",3079
"K-5427 Skjervoey","1997","Persons",3030
"K-5427 Skjervoey","1998","Persons",2973
"K-5427 Skjervoey","1999","Persons",2914
"K-5427 Skjervoey","2000","Persons",2934
"K-5427 Skjervoey","2001","Persons",2996
"K-5427 Skjervoey","2002","Persons",3014
"K-5427 Skjervoey","2003","Persons",3021
"K-5427 Skjervoey","2004","Persons",3002
"K-5427 Skjervoey","2005","Persons",3003
"K-5427 Skjervoey","2006","Persons",2971
